name,latitude,longitude
Balka Sukmanovskiy Yar,51.00735,38.00524
Beloruss,58.1952,38.0151
Myza,55.85137,38.02248
Mys Tonkiy,44.5603,38.0316
Sokolovka,50.84658,38.0391
Fedurnovo,55.75488,38.04696
Dmitriyevkskoye,57.9731,38.0534
Fëdorovka,52.6194,38.0614
Manushino,57.81,38.0671
Moshonovo,54.59778,38.07444
Zlobino,54.73803,38.08237
Kostevka,50.8855,38.0899
Kholopchik,52.0888,38.0981
Gorodishchi,54.13673,38.10385
Zalesskoye,53.39765,38.11104
Akhtarskiy Liman,46.00668,38.1194
Stantsiya Sukovkino,51.67207,38.12979
Shilovo,55.52589,38.13692
Loktevo,59.9057,38.1457
Stantsiya Sotnikovo,55.05806,38.15222
Bazarovo,54.79043,38.16045
Vikhrovo,56.25,38.16667
Kalanchinovka,53.1514,38.1772
Verkhniy Moisey,50.2439,38.1836
Liman Cheburgol,45.52194,38.19222
Lyubaseyevka,55.93333,38.2
Kudinovo,55.76191,38.20663
Nasonovo,50.251,38.2153
Tolmachëvo,55.36209,38.22201
Matchino,54.99722,38.23139
Vasil’yevka,52.12055,38.23839
Medvedovski,44.98306,38.24667
Pervaya Pyatiletka,46.61389,38.25333
Zabolot’ye,59.37048,38.2612
Ozero Kitel’skoye,60.6117,38.2679
Yur’yevo,57.1431,38.277
Lapino,59.20913,38.28524
Shayma,59.18289,38.29466
Rostovtsevo,57.1438,38.3013
Makarovo,57.1461,38.3125
Gorbantsevo,57.1128,38.3203
Doguab,44.47306,38.32833
Pervoye Maya,50.94472,38.33472
Gora,60.5841,38.3458
Shirokaya Pshadskaya Shchel’,44.49294,38.35337
Zuyevo,59.8916,38.3618
Kozlovka,54.6206,38.36862
Kobyakovo,54.9725,38.3775
Yastrebin Kolodez’,52.84928,38.38455
Dolgiy,50.8867,38.394
Verkhniye Plostki,57.6939,38.4012
Botygino,60.3179,38.4106
Karavaytsevo,57.1446,38.4182
Palatovka Vtoraya,50.43185,38.4271
Nizhnyaya Ol’shanka,51.6162,38.435
Petrovka,51.5112,38.4469
Gorodskoy Okrug Novomoskovsk,54.12317,38.45588
Balka Sykhoy Yelanchik,47.23284,38.46481
Ostanovochnyy Punkt 187 km,51.64916,38.47212
Baushovka,57.536,38.4826
Mordves,54.4552,38.4891
Maloye Pan’kino,59.10629,38.49681
Stantsiya Ploty,52.37195,38.50419
Balka Plota,50.82614,38.5121
Urochishche Step’,53.03306,38.52
Sverdlovskiy,45.07392,38.52894
Bol’shaya Bogten’ga,60.377,38.5352
Novaya Yakovlevka,54.09323,38.54627
Barka,58.70334,38.55266
Podkhozhiye Vyselki,54.28165,38.56183
Berëzovka,53.66819,38.57171
Krutoberegaya,60.5347,38.5805
Oleyniki,50.08,38.5876
Kartashovka,52.29834,38.59715
Dzhumaylovka,45.45359,38.60321
Razdol’nyy,46.29418,38.61391
Shapkino,55.14189,38.62078
Lomtevo,54.75806,38.63083
Kovyl’ye,53.15162,38.63816
Novlyanskoye,55.31426,38.6469
Kordon Rebostovskiy,50.9015,38.65416
Roitsa,59.1569,38.66272
Romannikovo,59.3945,38.6694
Oktyabr’skiy,45.6054,38.67654
Lavrenenkova Polyana,44.5879,38.6836
Kosyayevo,54.58261,38.69497
Ploskovo,59.3752,38.7025
Sorokino,60.3323,38.7125
Dmitriyevka,52.79701,38.72125
Kiselëvka,50.9775,38.7298
Yefremovo,57.46409,38.7374
Shchelkanka,56.68809,38.747
Tovolzhan,52.20659,38.75619
Zolot’ki,47.37407,38.76463
Veresy,45.38806,38.77222
Dudchin,50.4967,38.7805
Demidovo,55.78095,38.7883
Nizhneye Khoroshovo,55.14453,38.79542
Telyatniki,54.98056,38.80361
Ostanovochnyy Punkt 215 km,51.6514,38.81303
Pyalnobovo,60.1801,38.8217
Vysokoye,58.5974,38.83169
Balka Volgina,46.60866,38.83946
Krasnyy Log,52.9,38.85
Psebe,44.2594,38.8576
Ogarëvo,53.70187,38.86623
Dergayevo,59.6798,38.8745
Zakhar’ino,57.08333,38.88333
Strelitsy,53.72278,38.89139
Ozero Kulikovo,55.15,38.9
Popovka,57.4257,38.908
Kuybyshevsky District,47.81667,38.91667
Altukhovo,54.64168,38.92441
Pyzhëvo,54.68198,38.93357
Savinskoye,57.9153,38.9445
Urochishche Akdoyeyevskiy,55.51786,38.95147
Steninskaya,55.66462,38.95923
Staroderevyankovskaya,46.12761,38.9674
Urochishche Sof’ino,53.61947,38.97658
Stantsiya Zavod Izmeritel’nykh Priborov,45.07371,38.98622
Desyatyy God Oktyabrya,54.2422,38.9949
Bogoyavlenka,51.7808,39.003
Novaya,55.74074,39.01364
Berendeyevo,56.60078,39.02173
Myasinkovo,57.4712,39.0298
Korobovo,58.81367,39.03728
Balka Yasenev Yar,50.5025,39.04572
Akulovo,57.2501,39.0534
Tuapse-Passazhirskaya,44.0935,39.0623
Pushkaro-Kladbishchenskoye,53.007,39.0712
Puslishchevo,57.82458,39.07958
Prokunino,59.2938,39.0858
Bezmino,56.68985,39.09527
Molodino,55.88081,39.10278
Gruzskoye,50.21509,39.11072
Krasnaya Gorka,53.6433,39.11763
Urochishche Velikiy Liman,50.2916,39.1272
Urochishche Derevyagino,59.0475,39.1346
Markovo,57.44938,39.14287
Novosëlka,57.1311,39.1506
Balka Pochtovaya,47.82838,39.15985
Stepanovskaya,55.45,39.16667
Pristan’ Krivobor’ye,52.0387,39.1737
Studenaya,54.18556,39.18139
Khaurovo,57.21226,39.18932
Ozero Beloye,51.09246,39.1982
Shirokaya,46.49775,39.20425
Makenevskiy,47.45444,39.21361
Gavrilovskoye,54.85549,39.2215
Voronezhskoye Vodokhranilishche,51.65373,39.2287
Sindozh’,59.3905,39.2362
Molochnotovarnaya Ferma Kolkhoza Imeni Lenina,46.3182,39.2438
Monastyr’shchenka,51.63497,39.25214
Yarki,50.73878,39.26195
Fedotikha,55.46997,39.26965
Bogdanovka Vtoraya,53.50556,39.27972
Aydarovo,51.9051,39.2874
Andryushino,58.82157,39.29498
Zuyevo,59.2032,39.30216
Derben’,54.4887,39.312
Malyye Bazy,50.25759,39.32024
Berezniki,56.55007,39.32897
Salantyr’ Olenikov,47.67083,39.33694
Vaulovo,57.80647,39.34571
Korenëvo,59.11921,39.35321
Perkhur’yevo,59.60889,39.36113
Gora Boztepe,43.96278,39.36889
Yanino,55.19813,39.37778
Tridtsat Sed'moy Kilometr Ostanovochnyy Punkt,43.86806,39.38417
Balka Kugey,46.90125,39.39267
Bol’shaya Il’inka,55.25715,39.40056
Balka Lisich'ya,47.6071,39.41016
Vesëlyy,44.4926,39.4183
Shchëlkovo,57.90848,39.42759
Chernokulovo,56.74705,39.43747
Balka Lyashevaya,47.63252,39.44615
Solnechnyy,46.8696,39.4535
Fëdorovskoye,54.3905,39.4629
Imeni Mikoyana Sovkhoz,45.40722,39.47056
Lubyanka,53.44324,39.47989
Stantsiya Kabardinskaya,44.485,39.4881
Fokin Vtoroy,44.98056,39.49778
Shmat,47.13976,39.50546
Urochishche Tkhorëvka,50.461,39.515
Rakitnoye,51.79233,39.52166
Krasnaya Zarya,46.4332,39.5311
Urochishche Vasilinova Zayma,50.4796,39.537
Poplevinskiy,53.68468,39.54423
OstanovochnyyPunkt Sonchino,50.67422,39.55176
"RJH63 Time Signal Transmitter, Inner Ring Mast 5",44.77172,39.55866
Yuchmer,55.96139,39.56622
Balka Bolkhovets,50.121,39.574
Ostanovochnyy Punkt Leventsovskaya,47.21046,39.58265
Semendyukovo,56.40753,39.58885
Shegodskoye,56.67593,39.59646
Perekal’,54.72306,39.60361
Urochishche Spazhinka,50.5602,39.61094
Zhikharëvo,59.45,39.61667
Kartushina Balka,46.62579,39.62553
Akishevo,58.47219,39.63293
Nekrasovka,56.21844,39.64
Novinka,55.93068,39.64952
Drovnovo,56.09309,39.65657
Dashki,54.6053,39.6633
Omelikovo,59.75945,39.67114
Potapino,59.40897,39.67953
Kuznetsovka,59.32652,39.68684
Bugor Kremennyy,47.70256,39.6946
Velikoye,58.63702,39.70105
Chebotaryov Hotel,43.63323,39.70799
Semenkovo-1,59.27964,39.71539
Balka Krutaya,46.03606,39.72013
Kuzyayevskaya,55.50479,39.72707
Devitsa,52.0,39.73333
Moseytsevo,57.11044,39.73915
Platunovo,57.74972,39.74677
Ozero Dolgoye,60.4177,39.7556
Stantsiya Molot,57.67323,39.76103
Ostanovochnyy Punkt Khozhayevo,57.56813,39.76837
Yar Shirokiy,49.71228,39.77504
Nikol’skiye Vyselki,51.9518,39.7824
Ozero Danikovskoye,59.6463,39.789
Karpunino,59.8244,39.796
Chervony Gay,49.63509,39.80337
Ostanovochnyy Punkt 588 km,59.2344,39.8103
Stantsiya Ryazan’-Shumash’,54.66667,39.81667
Sokha,54.1455,39.8235
Bekrenevo,57.52243,39.83079
Petrovka,60.4799,39.8375
Akhun Cave,43.55116,39.84458
Nasilovo-Sazonovo,54.23667,39.85028
Ryabinki,56.4567,39.85869
Khomutovo,57.54117,39.86629
Dmitro-Pokrovskoye,51.7845,39.8722
Ivanovka,48.02528,39.87917
Borshchëvo,59.6989,39.8859
Osanovo,59.1807,39.8926
Prokhorovka,44.70417,39.89833
Kherota,43.43972,39.90528
Ivanovo-Shamshevo,46.875,39.91333
Fregat - 1,43.42084,39.91933
Stepanikha,56.237,39.92641
Alekseyevskiy Pervyy,60.76667,39.93333
Moldovka,43.44889,39.94167
Lakinsk,56.01931,39.94848
Gorlovka,47.75854,39.95419
Studenets,56.79621,39.96108
Makushin,46.43333,39.96667
Grushevskaya,47.44006,39.97416
Balka Baybach’ya,47.5821,39.98076
Timashëvka,46.53036,39.98602
Chernyshëvo,57.77041,39.99245
